isim,dogum_yeri,aktif_sehir,tip,arama_sehri,Spotify_ID,Followers,Popularity,Genres,Spotify,Wikipedia,Every Noise at Once
Murat Göğebakan,"Adana, Adana, Turkey",,solo,Adana,2TUYtKan3NuDy9JexzL4db,363112.0,54.0,"arabesk, anatolian rock","arabesk, anatolian rock",,"arabesk, turkish folk"
Murat Kekilli,"Adana, Turkey",,solo,Adana,1av8oluskzg2mOBajdzRI9,232909.0,44.0,"anatolian rock, arabesk, turkish pop","anatolian rock, arabesk, turkish pop",rock,"turkish pop, turkish rock, turkish folk"
Mustafa Sağyaşar,"Adana, Adana, Turkey",,solo,Adana,6aFHolZoQY3n1lCzSytssg,17357.0,23.0,arabesk,arabesk,sanat müziği,
Nurhan Damcıoğlu,"Karaisalı, Adana, Turkey",,solo,Adana,771VjzTUZjO5uV9Qe2yiRH,2814.0,21.0,"oyun havasi, turkish pop, anatolian rock","oyun havasi, turkish pop, anatolian rock",,
Pentagram,,,solo,Adana,1Xz8iP9Dvl5uI88iraOhs7,156794.0,41.0,anatolian rock,"doom metal, stoner metal, sludge metal, stoner rock",,"turkish rock, turkish metal"
Salman Tin,"Adana, Adana, Turkey",,solo,Adana,539RbtR2AVUYdmHQZjLL6m,31353.0,54.0,turkish pop,turkish pop,,turkish singer-songwriter
Selahattin Özdemir,"Adana, Adana, Turkey",,solo,Adana,6EwIOKoGaVIAo8nNAD0BKq,99196.0,34.0,arabesk,arabesk,arabesk,arabesk
Seyhan Karabay,"Adana, Adana, Turkey",,solo,Adana,2rOyRGF4pN0VF2z8Hr8NB2,1198.0,11.0,anatolian rock,anatolian rock,rock,
Taladro,"Adana, Adana, Turkey",,solo,Adana,2ShoGcsu8kekluGvbggGKQ,1144378.0,56.0,"turkish hip hop, arabesk","turkish hip hop, arabesk",,turkish hip hop
Teoman,,,solo,Adana,40KlwpvpKEQtZTJgbml8lT,2649791.0,61.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,turkish rock
Yaşar,"Adana, Adana, Turkey",,solo,Adana,50AOA3aPd6tc928KEYaljF,891921.0,59.0,turkish pop,"turkish pop, arabesk, oyun havasi",pop,turkish pop
Zafer Dilek,"Adana, Adana, Turkey",,solo,Adana,16haAKwdzQGlVMQJlQydLP,6867.0,23.0,"anatolian rock, oyun havasi","anatolian rock, oyun havasi",,turkish psych
Zehra Sabah,"Adana, Adana, Turkey",,solo,Adana,0p1vxbabW8GGexJxBSg2uA,826.0,0.0,arabesk,arabesk,,
Şahin Kendirci,"Adana, Adana, Turkey",,solo,Adana,4y2dYEsfWCKxncn9nsUdcY,30963.0,29.0,"arabesk, oyun havasi","arabesk, oyun havasi",,arabesk
Fate Fat,"Adana, Adana, Turkey",,solo,Adana,,,,,"sufi, qawwali, bollywood, hindi pop, desi, ghazal",rap,turkish hip hop
Nesimi Çimen,"Saimbeyli, Adana, Turkey",,solo,Adana,,,,,oyun havasi,halk,turkish folk
Tını,"Adana, Adana, Turkey",,grup,Adana,,,,,latin pop,,
Yılmaz Güney,"Yenice, Adana, Turkey",,solo,Adana,,,,,arabesk,,
Ali Tekintüre,"Besni, Adıyaman, Turkey",,solo,Adıyaman,2IIMcq3R5ethW6WC9K44mJ,9571.0,17.0,arabesk,arabesk,,arabesk
Latif Doğan,"Adıyaman, Adıyaman, Turkey",,solo,Adıyaman,43kI5nP3x70CtCm0gTRdcf,87799.0,38.0,"arabesk, oyun havasi","arabesk, oyun havasi",,arabesk
Mehmet Ünal,"Adıyaman, Adıyaman, Turkey",,solo,Adıyaman,7D96D7AKlBWbsoqtDEUeaj,107.0,0.0,turkish pop,idm,,
Armonycoma or slt,,,solo,Afyonkarahisar,2Oojkno1dGpH4YzvG6qVw2,4934.0,12.0,"turkish hip hop, christian pop","turkish hip hop, christian pop",rap,
Lalalar,,,solo,Afyonkarahisar,6CWQ7KWveleaeFagKCz26T,62425.0,31.0,anatolian rock,anatolian rock,,turkish psych
Modern Folk Üçlüsü,,,solo,Afyonkarahisar,5HL2vpJK88hFoujHGpklWg,8576.0,23.0,"anatolian rock, turkish pop","anatolian rock, turkish pop","pop, folk",turkish psych
Drunk High Jinks,,,solo,Afyonkarahisar,,,,,punk,,
Hay Bin Kunduz,,,solo,Afyonkarahisar,,,,,,,turkish singer-songwriter
Bulutsuzluk Özlemi,,,solo,Amasya,1x59izw7Q1MpfZyzJpTfb4,329599.0,38.0,"anatolian rock, turkish pop","anatolian rock, turkish pop","alternatif, rock",turkish rock
Destan,,,solo,Amasya,0ixqw8oRxAL4MaLA0PUOc2,16506.0,44.0,"anatolian rock, oyun havasi, turkish pop","anatolian rock, oyun havasi, turkish pop",halk,
Emre Fel,"Amasya, Amasya, Turkey",,solo,Amasya,1kRAeenoDZ5jBdzboZQuKa,681675.0,61.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,turkish singer-songwriter
Esin Engin Orkestrası,,,solo,Amasya,2p9v66KrdQ5nLy6TzxpKEB,2885.0,24.0,"oyun havasi, anatolian rock","oyun havasi, anatolian rock","elektronik, enstrümantal",turkish psych
Göknur,"Amasya, Turkey",,solo,Amasya,1LKpWOqpTukifNper5c1qp,120.0,21.0,arabesk,arabesk,,deep turkish pop
Kesmeşeker,,,solo,Amasya,7mDOnlEzBihYZmst7w6mf7,45637.0,24.0,anatolian rock,anatolian rock,rock,"turkish rock, turkish metal"
Pinhani,,,solo,Amasya,4Bdqzh78prwuqwInMb555P,2402150.0,58.0,"turkish pop, anatolian rock","turkish pop, anatolian rock","halk, pop, rock, alternatif","turkish pop, turkish rock"
Sadık Gürbüz,"Amasya, Amasya, Turkey",,solo,Amasya,0xjC2mnCxPqhpdMLCurUhU,16446.0,18.0,anatolian rock,anatolian rock,halk,turkish folk
Ozan Arif,,,solo,Amasya,,,,,,halk,
Önder Focan,,,solo,Amasya,,,,,jazz,caz,turkish jazz
Ahiyan,"Ağrı, Ağrı, Turkey","Ankara, Ankara, Turkey",solo,Ankara,0U8sdaBYsYld98xOIX1nYB,249543.0,57.0,turkish hip hop,turkish hip hop,,turkish hip hop
Akrep Nalan,"Ankara, Ankara, Turkey",,solo,Ankara,2TGC73pOQvqpbwxQcCTBho,11634.0,31.0,turkish pop,turkish pop,"halk, pop",
Alpay,"Ankara, Ankara, Turkey",,solo,Ankara,54dXUQ28NmpBHImIXjRsUg,67716.0,38.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,
Ankaralı Turgut,"Ankara, Ankara, Turkey",,solo,Ankara,6FwhwuxGyBiySLyTPit632,52943.0,32.0,"oyun havasi, arabesk","oyun havasi, arabesk","halk, arabesk",arabesk
Ankaralı Yasemin,"Çankaya, Ankara, Turkey",,solo,Ankara,7LV6zJEDmlEDBdCWtY0NGn,20570.0,30.0,"oyun havasi, arabesk","oyun havasi, arabesk",,arabesk
Aspova,"Ankara, Ankara, Turkey",,solo,Ankara,2sjnyyL9NXijL3Fr2eLikf,412197.0,51.0,turkish hip hop,turkish hip hop,,turkish hip hop
Atilla Yelken,"İstanbul, İstanbul, Turkey","Ankara, Turkey",solo,Ankara,3xbh2Avzz7tXJgRJwOsGfv,691.0,0.0,anatolian rock,anatolian rock,,turkish psych
Attila Özdemiroğlu,"Ankara, Ankara, Turkey",,solo,Ankara,4fhrR5Y5QTrIfcYVExMoX0,42.0,0.0,anatolian rock,anatolian rock,pop,
Aydın Tansel,"Ankara, Turkey",,solo,Ankara,55VsQYE34nvDeQhYNB6naZ,2697.0,6.0,"anatolian rock, turkish pop",,,
Baneva,"Konya, Konya, Turkey","Ankara, Ankara, Turkey",solo,Ankara,19YsBPYDyAmKbcFoor4W4e,93267.0,48.0,turkish hip hop,turkish hip hop,rap,"turkish trap, turkish hip hop"
Barlas,"Ankara, Ankara, Turkey",,solo,Ankara,7svcr7IGuCyKZYwilzgx4n,527.0,16.0,turkish pop,"g-house, slap house",,
Bedo,"Ankara, Ankara, Turkey",,solo,Ankara,7xD3PtnXEsJeqsPtJ3N3si,408203.0,55.0,"turkish hip hop, turkish pop",,elektronik,turkish hip hop
Bedük,"Ankara, Turkey",,solo,Ankara,1Ff0dxz94grKP7s4p3ANlp,26203.0,37.0,turkish pop,turkish pop,,turkish pop
Berkant,"Elmadağ, Ankara, Turkey",,solo,Ankara,2c3QSjXlvmSEHsaosjFmd1,19909.0,27.0,"anatolian rock, turkish pop, arabesk","anatolian rock, turkish pop, arabesk",,
Berkay,"Ankara, Ankara, Turkey",,solo,Ankara,5juVQV1lGuA4o5IrLwpZar,625772.0,57.0,"turkish pop, arabesk, t-pop","turkish pop, arabesk, t-pop",,turkish pop
Can Şengün,"Ankara, Ankara, Turkey",,solo,Ankara,7zRRJK11f32xjUA10NvbTX,5.0,0.0,turkish pop,,,
Caner Gülsüm,"Ankara, Ankara, Turkey",,solo,Ankara,1SaE56yp1v7ayBnAWtmlvc,20274.0,34.0,"arabesk, oyun havasi","arabesk, oyun havasi",,turkish folk
Chef Bi,"Ankara, Ankara, Turkey",,solo,Ankara,6Cf83I8yeJUd9uIPEUV6IM,44432.0,41.0,turkish hip hop,turkish hip hop,,turkish hip hop
Cici Kızlar,,,solo,Ankara,1I253VA1DgfRm9misAcGq8,22017.0,24.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,
Deniz Arcak,"Ankara, Turkey",,solo,Ankara,1EYG9EGkb762d5qKVbxZJB,55140.0,30.0,turkish pop,turkish pop,,"turkish pop, turkish singer-songwriter"
Deniz Gürzumar,"Ankara, Ankara, Turkey",,solo,Ankara,1nbkdlGLMmM7rVNAkfoDu0,33367.0,23.0,turkish hip hop,turkish hip hop,,turkish hip hop
Deniz Çakır,"Ankara, Ankara, Turkey",,solo,Ankara,29YFAz8SI57xlybvxCk3sb,748.0,19.0,turkish pop,turkish pop,,
Deniz Çetin,"Ankara, Ankara, Turkey",,solo,Ankara,2mbEUGEaqBGllt41g9eTD3,1318.0,20.0,turkish pop,turkish pop,,
Diken,"İstanbul, İstanbul, Turkey","Ankara, Ankara, Turkey",grup,Ankara,14sOXo6iCym0ZP1oWuLlGg,9052.0,14.0,anatolian rock,,,turkish metal
Dr. Skull,"Ankara, Turkey",,grup,Ankara,5Q3rwfTFs77PxIEXOJVMIt,20818.0,15.0,anatolian rock,"dancehall, afrobeats, afrobeat, soca","punk, metal",turkish metal
Duman,,,solo,Ankara,6RTC1abMgBC7Krg6qJQHJh,7584873.0,64.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,turkish rock
Durul Gence,"Ankara, Ankara, Turkey",,solo,Ankara,0TIB9N2hBAiOX96eX7E7HU,790.0,0.0,anatolian rock,"anatolian rock, turkish pop","caz, rock",
Ebru Yaşar,"Ankara, Turkey",,solo,Ankara,0Qbd0AGWuzggX61s306wZN,1164904.0,61.0,"turkish pop, arabesk, oyun havasi","turkish pop, arabesk, oyun havasi",,"turkish pop, arabesk, deep turkish pop"
Ebru Şimşek,"Ankara, Turkey",,solo,Ankara,2SmU0lqqU73O5sE2HaNdqp,1566.0,0.0,turkish pop,turkish pop,,deep turkish pop
Elif Güvendik,"Ankara, Ankara, Turkey",,solo,Ankara,3gv08GaHCaaDLFtnCDz4Dh,1321.0,0.0,turkish pop,turkish pop,"halk, dans",deep turkish pop
Emre Nalbantoğlu,"Ankara, Ankara, Turkey",,solo,Ankara,14TogIxl5TVMe7aa7IaLv1,65473.0,43.0,anatolian rock,anatolian rock,,turkish rock
Enes Batur,"Ankara, Ankara, Turkey",,solo,Ankara,5q0uL3T6JoEVGylrtCnfCb,619751.0,35.0,"turkish pop, turkish hip hop","turkish pop, turkish hip hop",,
Erkan Oğur,"Ankara, Ankara, Turkey",,solo,Ankara,7HIccJjwPhWkLVKu0gGJgB,241020.0,41.0,"arabesk, karadeniz folk","arabesk, karadeniz folk","caz, halk, blues","turkish folk, turkish jazz"
Evren Besta,,,solo,Ankara,3eszEJ43r9HY92CvMSepYZ,37303.0,16.0,turkish hip hop,turkish hip hop,"rap, hip hop",turkish hip hop
Ezhel,"Ankara, Ankara, Turkey",,solo,Ankara,6LnJKrtFnTEGdbWQ2riWCL,7109230.0,67.0,"turkish hip hop, turkish pop","turkish hip hop, turkish pop","trap, rap, pop","turkish trap, turkish hip hop"
Ferman Akgül,"Ankara, Ankara, Turkey",,solo,Ankara,6cBRNsetPDbFYEYfd62XMc,101313.0,38.0,turkish pop,turkish pop,rock,
Furkan Karakılıç,"Ankara, Ankara, Turkey",,solo,Ankara,419dPBqnjp9M1SPNlne291,15266.0,28.0,turkish hip hop,turkish hip hop,rap,
Genco Ecer,"Ankara, Turkey",,solo,Ankara,0zaU3oap9Jq2T5k3FZ4s5c,4003.0,13.0,"turkish pop, turkish hip hop","turkish pop, turkish hip hop",,deep turkish pop
Grangulez,"Ankara, Ankara, Turkey",,solo,Ankara,3xxVIB22FyLUoYScI46f1P,225.0,1.0,anatolian rock,anatolian rock,pop,
Gxblin,,"Ankara, Ankara, Turkey",solo,Ankara,4tGJWZ4OrCrOMIFTdfhLmv,5918.0,24.0,turkish hip hop,turkish hip hop,,turkish hip hop
Gökhan Özen,"Ankara, Turkey",,solo,Ankara,3QLMLmISoZnFxUdzSoT6JB,550340.0,51.0,"turkish pop, t-pop","turkish pop, t-pop",,turkish pop
Görkem Karabudak,,,solo,Ankara,1oAAtiC1OuS6dxE1DIkUUp,4140.0,21.0,anatolian rock,,rock,
Gülden Karaböcek,"Ankara, Ankara, Turkey",,solo,Ankara,2wioAsnSZ6JmA6I7Y7PDkc,878062.0,53.0,"arabesk, anatolian rock","arabesk, anatolian rock","halk, fantezi, arabesk","arabesk, turkish folk"
Gülşen Kutlu,"Şereflikoçhisar, Ankara, Turkey",,solo,Ankara,5xuQlQor4mc2SoMoOuoRQI,23445.0,28.0,"oyun havasi, karadeniz folk, arabesk","oyun havasi, karadeniz folk, arabesk",halk,turkish folk
Günce,"Ankara, Ankara, Turkey",,solo,Ankara,00pphg187ZA7H11g7zp17v,2473.0,8.0,turkish pop,,,deep turkish pop
Hakan Taşıyan,"Ankara, Ankara, Turkey",,solo,Ankara,3Q4vUSwEp9P7ussNXBpHbZ,210835.0,40.0,arabesk,arabesk,,arabesk
Hakan Tunçbilek,"Ankara, Ankara, Turkey",,solo,Ankara,7Ejh8LL9odzXRIDGVWcCTw,3572.0,40.0,turkish pop,turkish pop,,
Hayvanlar Alemi,"Ankara, Ankara, Turkey",,grup,Ankara,3EtvZSyR0g9QXhHEtePXza,3188.0,2.0,"space rock, stoner rock, anatolian rock","space rock, anatolian rock, stoner rock",rap,
Hidra,"Durham, Durham, United Kingdom","Ankara, Ankara, Turkey",solo,Ankara,3yzGegJHrOW1CndMVFoo3m,845856.0,55.0,turkish hip hop,turkish hip hop,,"turkish trap, turkish hip hop"
Karakedi,"Ankara, Turkey",,grup,Ankara,1WRvmL1soTAaVTBFWlMrEW,1780.0,2.0,anatolian rock,"anatolian rock, turkish pop",,
Keişan,"Ankara, Ankara, Turkey",,solo,Ankara,5Pd3tsRa9fj2Q3JPQ0tYEv,240836.0,38.0,turkish hip hop,turkish hip hop,rap,"turkish trap, turkish hip hop"
Kerim Yağcı,"Ankara, Ankara, Turkey",,solo,Ankara,0JIgLEXOCtRHoQTdemMTBP,15051.0,32.0,"arabesk, karadeniz folk","arabesk, karadeniz folk",,
Kurtalan Ekspres,,,solo,Ankara,2O7WjRnnODRpJAzKDtTb0C,27298.0,30.0,anatolian rock,anatolian rock,rock,turkish rock
MFÖ,,,solo,Ankara,2jbrqAuwSdvwcMTbtvncND,1180512.0,51.0,"anatolian rock, turkish pop","anatolian rock, turkish pop","pop, rock","turkish pop, turkish rock"
Mazhar ve Fuat,,,solo,Ankara,7BGCYNzwnhJ0XJlaC3cBEB,416.0,4.0,anatolian rock,anatolian rock,rock,turkish psych
Mehmet Teoman,"Ankara, Ankara, Turkey",,solo,Ankara,4XHaxvNvufnwea4gaACPWO,236.0,1.0,turkish pop,turkish pop,,
Melis Sökmen,"Ankara, Ankara, Turkey",,solo,Ankara,0H83Ljg3YxbUzWx45WjDWL,11233.0,33.0,turkish pop,turkish pop,dans,turkish jazz
Metropolis,"Ankara, Turkey",,grup,Ankara,62tG7RC8RPaCgwLeC6RfSj,1917.0,10.0,anatolian rock,"catholic music, hymns, gregorian chant",,turkish metal
Mode XL,"Ankara, Ankara, Turkey",,grup,Ankara,2qpp3Yjdi0E0D0H1d0Phc1,138995.0,36.0,turkish hip hop,turkish hip hop,"rap, hip hop",turkish hip hop
Mor ve Ötesi,,,solo,Ankara,5ixQSDvAMa5O758xG8MWXT,2638495.0,62.0,"anatolian rock, turkish pop","anatolian rock, turkish pop","alternatif, rock",
Mozaik,,,solo,Ankara,3wlsG664CvPGQj1C6kN7et,3393.0,7.0,"art pop, progressive rock, art rock, anatolian rock","afro tech, afro house, tribal house",metal,turkish jazz
Muazzez Abacı,"Ankara, Ankara, Turkey",,solo,Ankara,0YCbq8656cGkwlNOPF0dkc,101830.0,37.0,arabesk,arabesk,klasik,
Murat Başaran,"Ankara, Turkey",,solo,Ankara,4yN3WGIwkWg6kw7rF6Yh2M,50591.0,41.0,"turkish pop, arabesk","turkish pop, arabesk",,"turkish pop, arabesk, deep turkish pop"
Mustafa Kaya,"Ankara, Ankara, Turkey",,solo,Ankara,1utQLKlInqDudjyFbmc97P,33094.0,43.0,arabesk,arabesk,,
Nazlı Öksüz,"Ankara, Ankara, Turkey",,solo,Ankara,0WmQVyCYjOLMH06s3Y5B3k,25076.0,34.0,"arabesk, karadeniz folk, oyun havasi","arabesk, karadeniz folk, oyun havasi",,turkish folk
Okan Murat Öztürk,"Ankara, Ankara, Turkey",,solo,Ankara,1fxGZzcaalf3YcB6wd22MY,15048.0,22.0,"arabesk, traditional music","arabesk, traditional music",,turkish folk
Onurr,,,solo,Ankara,3I3kGrPbyHSER6DIxsbsac,18711.0,39.0,turkish pop,turkish pop,,
Oğuz Yılmaz,,,solo,Ankara,7KqJ5Sb5sc4skvUCNftzGV,132719.0,44.0,"oyun havasi, arabesk","oyun havasi, arabesk",,arabesk
Pilli Bebek,"Ankara, Ankara, Turkey",,grup,Ankara,63RFns47gk00mnHIQ8zTR1,523020.0,58.0,anatolian rock,anatolian rock,,turkish rock
Sahtekar,,,solo,Ankara,5KJrOmEntORcEBdzWlNbQi,12862.0,8.0,turkish hip hop,turkish hip hop,,
Seden Gürel,"Ankara, Ankara, Turkey",,solo,Ankara,5vylnY1bnqGSWu1QPL4SRM,79442.0,43.0,turkish pop,turkish pop,,turkish pop
Seksendört,"Ankara, Ankara, Turkey",,grup,Ankara,7IgzsWd4tWIn70uh6dAq8d,1475768.0,57.0,"turkish pop, anatolian rock","turkish pop, anatolian rock","pop, rock","turkish pop, turkish rock"
Serap Mutlu Akbulut,"Ankara, Ankara, Turkey",,solo,Ankara,1QqB1uPcDFo7YINrrguLB3,8910.0,23.0,arabesk,arabesk,"rap, klasik",
Serap Sapaz,"Ankara, Ankara, Turkey",,solo,Ankara,5dRMT7YVDHVphkx5FSfrqq,1278.0,4.0,turkish pop,turkish pop,rap,deep turkish pop
Servet Kocakaya,"Solhan, Bingöl, Turkey","Ankara, Ankara, Turkey",solo,Ankara,0LRZ6OjOym10wsJ69I1xXs,99576.0,41.0,arabesk,arabesk,,turkish folk
Sevinç Tevs,"Ankara, Ankara, Turkey",,solo,Ankara,6tsSJfi5nLW8qt7m2sSEGF,3208.0,9.0,anatolian rock,anatolian rock,caz,turkish jazz
Sibel Bilgiç,"Ankara, Ankara, Turkey",,solo,Ankara,2KHcI76qXxV0xUQhQ6cIsp,46360.0,41.0,"arabesk, turkish pop","arabesk, turkish pop",,
Sibel Egemen,"Ankara, Ankara, Turkey",,solo,Ankara,004o28Efomj1XPNvbAcwIX,21171.0,20.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,
Spade427,"Ankara, Ankara, Turkey",,solo,Ankara,7GREWMFJ4IGk3I9Sco4uDM,15907.0,21.0,turkish hip hop,turkish hip hop,rap,turkish hip hop
Suavi Karaibrahimgil,"Ankara, Ankara, Turkey",,solo,Ankara,0eqONPoucqGXWBDxWT3SvK,256.0,2.0,"anatolian rock, turkish pop",anatolian rock,,
Sufle,"Ankara, Ankara, Turkey",,grup,Ankara,1hWfWJvstJQPgjZ2vDFY0P,470532.0,55.0,turkish pop,turkish pop,,"turkish rock, turkish alt-pop"
Tayfun Karatekin,"Ankara, Ankara, Turkey",,solo,Ankara,7jHg2OTSrhguW9hCJczvpD,1775.0,14.0,anatolian rock,anatolian rock,,
Taylan Ayık,,,solo,Ankara,23ATxKFA6ONiF9ALxYjPlI,1555.0,1.0,anatolian rock,anatolian rock,,turkish metal
Tutsak,"Ankara, Ankara, Turkey",,solo,Ankara,63uGZD0vf3Vp26f1zkELsf,26977.0,19.0,turkish hip hop,turkish hip hop,,"turkish trap, turkish hip hop"
Tüzmen,"Ankara, Ankara, Turkey",,solo,Ankara,03sXUSwnOcpBxFsFlfPePc,774.0,6.0,turkish pop,turkish pop,,
VEYasin,,,solo,Ankara,5wvDszPr7zHYKaEioFkvI1,4881.0,20.0,turkish hip hop,turkish hip hop,rap,turkish hip hop
Yabancılar,"Ankara, Turkey",,grup,Ankara,2FL1xSVgcqynIbuE9J6dB7,705.0,3.0,anatolian rock,,,
Yeni Türkü,,,solo,Ankara,5Oo6D3FLRpWjgBn0mqfiA3,472960.0,46.0,"turkish pop, anatolian rock","turkish pop, anatolian rock",halk,"turkish rock, turkish folk"
Yunus Emre & Frekans,,,solo,Ankara,3uRXZnyn3kzB7CWKW3ntCu,18407.0,12.0,turkish hip hop,turkish hip hop,rap,turkish hip hop
Zakkum,"Ankara, Ankara, Turkey",,grup,Ankara,70Ya7DKJEo20SAkxjirYnu,1228884.0,53.0,"turkish pop, arabesk, anatolian rock","turkish pop, arabesk, anatolian rock",,"turkish pop, turkish rock"
Zerrin Özer,"Ankara, Turkey",,solo,Ankara,2CleFSxMoxkm2RduyMwcrm,428634.0,49.0,"arabesk, turkish pop","arabesk, turkish pop",pop,turkish pop
Zeynep Mansur,"Ankara, Ankara, Turkey",,solo,Ankara,6p93DCPd1mTZVok52IIVAr,3610.0,5.0,turkish pop,turkish pop,,deep turkish pop
maNga,,,solo,Ankara,7rEIUw67hRTgievwuKQGSj,2748226.0,56.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,
Çilekeş,"Ankara, Ankara, Turkey",,grup,Ankara,3iLM9tkogCRKgRYYbt8tvN,119638.0,48.0,anatolian rock,anatolian rock,,"turkish rock, turkish metal"
Özcan Deniz,"Ankara, Turkey",,solo,Ankara,4VU1nemTk5QFsrclcN8VFl,357948.0,52.0,"arabesk, turkish pop","arabesk, turkish pop",,turkish pop
Özge Fışkın,"Ankara, Ankara, Turkey",,solo,Ankara,0acW6PhzqNwRvVcnRozzfB,5475.0,26.0,turkish pop,turkish pop,rock,
Şehrazat,"Ankara, Ankara, Turkey",,solo,Ankara,0a5LeayBVar0YadZ32KTZ5,3337.0,14.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,
...Aaaarrghh...,"Ankara, Ankara, Turkey",,solo,Ankara,,,,,,pop,
Aga B,"Ankara, Ankara, Turkey",,solo,Ankara,,,,,,,turkish hip hop
Ahmet Kanneci,,"Ankara, Turkey",solo,Ankara,,,,,,klasik,
Akrunant,,,solo,Ankara,,,,,black metal,,
Akın Sevgör,"Ankara, Ankara, Turkey",,solo,Ankara,,,,,,,turkish electronic
Asiaminor,,,solo,Ankara,,,,,,caz,
Ayhan Baran,"Ankara, Ankara, Turkey",,solo,Ankara,,,,,opera,,
Barlas Tan Özemek,,,solo,Ankara,,,,,,,turkish singer-songwriter
Batu Akdeniz,,,solo,Ankara,,,,,,rock,turkish rock
Bengi Bağlama Üçlüsü,"Ankara, Ankara, Turkey",,grup,Ankara,,,,,"traditional music, oyun havasi",,turkish folk
Black Tooth,"Ankara, Ankara, Turkey",,grup,Ankara,,,,,"groove metal, sludge metal",,turkish metal
Burak Tüzün,"Ankara, Ankara, Turkey",,solo,Ankara,,,,,tango,,
Burial Invocation,"Ankara, Ankara, Turkey",,grup,Ankara,,,,,death metal,,turkish metal
Burçin Büke,,,solo,Ankara,,,,,,,turkish jazz
Bülent Bezdüz,"Ankara, Ankara, Turkey",,solo,Ankara,,,,,opera,,
Can Atilla,"Ankara, Ankara, Turkey",,solo,Ankara,,,,,,new age,
Carnophage,"Ankara, Ankara, Turkey",,grup,Ankara,,,,,death metal,metal,turkish metal
Cem Aksel,"Ankara, Ankara, Turkey",,solo,Ankara,,,,,free jazz,"caz, jazz",
Cenotaph,,,solo,Ankara,,,,,"death metal, melodic death metal, grindcore",metal,turkish metal
Cidesphere,"Ankara, Ankara, Turkey",,grup,Ankara,,,,,"melodic death metal, death metal",,turkish metal
Cinuty,,"Ankara, Ankara, Turkey",solo,Ankara,,,,,,rap,
Cragataska,"Ankara, Ankara, Turkey",,grup,Ankara,,,,,black metal,,
